time,state,uptimeSec,freeHeap,minFreeHeap,largestBlock,freeDma,minFreeDma,rssi,wifiMode,espnowBound,runActive,pingOk,wsFrames
2026-07-08T17:16:31,ok,98,204936,188304,159732,197176,180544,-78,sta,True,False,1,2052
2026-07-08T17:16:41,ok,108,204408,188304,159732,196648,180544,-77,sta,True,False,1,2092
2026-07-08T17:16:51,ok,118,204668,188304,159732,196908,180544,-77,sta,True,False,1,2132
2026-07-08T17:17:01,ok,128,202224,188304,159732,194464,180544,-78,sta,True,False,1,2172
2026-07-08T17:17:11,ok,138,204700,182700,159732,196940,174940,-77,sta,True,False,1,2212
2026-07-08T17:17:21,ok,149,204700,182700,159732,196940,174940,-77,sta,True,False,1,2252
2026-07-08T17:17:31,ok,159,204700,182700,159732,196940,174940,-77,sta,True,False,1,2292
2026-07-08T17:17:41,ok,169,204700,182700,159732,196940,174940,-78,sta,True,False,1,2332
2026-07-08T17:17:51,ok,179,204712,182700,159732,196952,174940,-78,sta,True,False,1,2372
2026-07-08T17:18:01,ok,189,204700,182700,159732,196940,174940,-76,sta,True,False,1,2412
2026-07-08T17:18:11,ok,199,202788,182700,159732,195028,174940,-78,sta,True,False,1,2452
2026-07-08T17:18:21,ok,209,206316,182700,163828,198556,174940,-77,sta,True,False,1,2492
2026-07-08T17:18:31,ok,219,204168,182700,159732,196408,174940,-77,sta,True,False,1,2532
2026-07-08T17:18:41,ok,229,204700,182700,159732,196940,174940,-78,sta,True,False,1,2572
2026-07-08T17:18:52,ok,239,209984,173688,163828,202224,165928,-78,sta,True,False,1,2612
2026-07-08T17:19:02,ok,249,204700,173688,159732,196940,165928,-77,sta,True,False,1,2652
2026-07-08T17:19:12,ok,259,204700,173688,159732,196940,165928,-77,sta,True,False,1,2692
2026-07-08T17:19:22,ok,270,204456,173688,159732,196696,165928,-77,sta,True,False,1,2732
2026-07-08T17:19:32,ok,280,202788,173688,159732,195028,165928,-77,sta,True,False,1,2772
2026-07-08T17:19:42,ok,290,209984,173688,167924,202224,165928,-78,sta,True,False,1,2812
2026-07-08T17:19:52,ok,300,209984,173688,167924,202224,165928,-78,sta,True,False,1,2852
2026-07-08T17:20:02,ok,310,205784,173688,163828,198024,165928,-78,sta,True,False,1,2892
2026-07-08T17:20:12,ok,320,204700,172072,159732,196940,164312,-77,sta,True,False,1,2932
2026-07-08T17:20:22,ok,330,204700,172072,159732,196940,164312,-77,sta,True,False,1,2972
2026-07-08T17:20:32,ok,340,204700,172072,159732,196940,164312,-77,sta,True,False,1,3012
2026-07-08T17:20:42,ok,350,202780,172072,159732,195020,164312,-78,sta,True,False,1,3052
2026-07-08T17:20:53,ok,360,204700,172072,159732,196940,164312,-77,sta,True,False,1,3092
